0.0,86.7,1
0.0,88.2,1
0.0,87.6,1
0.5,80.2,1
0.1,92.0,1
1.2,73.8,-1
0.2,89.3,1
2.0,48.7,-1
0.0,73.2,-1
1.8,59.9,-1
0.0,72.6,-1
0.2,79.5,-1
0.0,82.0,-1
0.2,78.3,-1
0.0,89.1,1
0.0,86.0,1
0.0,94.3,1
0.7,36.1,-1
0.0,86.4,1
0.0,86.2,1
0.0,80.1,-1
0.4,59.8,-1
0.0,89.4,1
1.0,59.9,-1
0.0,93.8,1
1.8,47.4,-1
0.0,84.5,1
0.0,87.0,1
6.0,80.8,1
0.0,90.5,1
0.0,87.8,1
4.1,66.1,-1
0.0,86.8,1
0.0,87.2,1
0.1,79.9,-1
0.7,77.5,-1
0.1,75.8,-1
0.3,83.9,1
8.7,65.5,-1
0.5,45.9,-1
0.3,82.4,1
0.1,83.7,1
0.6,77.8,-1
0.6,37.3,-1
0.0,91.9,1
0.0,86.5,1
0.0,84.6,1
1.4,66.6,-1
0.2,88.3,1
